gene	magma_rank	magma_p	magma_fdr	magma_status	in_MAGMA_top50	in_MAGMA_top100	in_MAGMA_Bonferroni	in_MAGMA_FDR05	in_MAGMA_suggestive	snRNA_support_status	snRNA_support_basis	twas_fdr_supported	twas_model_type	twas_p	twas_fdr	twas_proxy_status	spatial_status	bulk_status_if_available	existing_group	repaired_reporting_group	group_change	allowed_interpretation	not_allowed_interpretation	notes
HLA-DOB	243	0.00027727	0.0197579093877551	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	0.000294799773447556	0.0382150228058212	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ADD3	247	0.0002853	0.0199846190322581	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000106800009724083	0.0205434986446679	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LUZP1	249	0.00028977	0.0201512342168675	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	8.86200118681673e-05	0.0182221079575821	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
DDAH2	266	0.00037854	0.0246421001503759	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	3.6980033876833e-05	0.0088204776803022	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
DHX16	278	0.00044038	0.027430288057554	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	0.00027518689604683	0.0365693698553539	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ARPC2	280	0.00045427	0.0280933547142857	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	0.000227161885067939	0.0322515790633361	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GIPC1	283	0.00046446	0.0284190436749117	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	7.77499983172438e-05	0.0165579728559187	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ANKRD6	284	0.00046679	0.0284610409859155	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000401799999694127	0.0485692005624065	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HLF	318	0.00073105	0.039807741509434	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	7.84699520244363e-06	0.00311944215947809	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
USP40	320	0.00073754	0.03991013325	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	9.66498979461654e-06	0.00360202088408115	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GNAZ	336	0.00084989	0.0437848162611276	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	1.97600221482404e-17	3.92763373566525e-14	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MPHOSPH9	404	0.0013058	0.055968398019802	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000329799918223508	0.0418424874971654	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TMBIM1	410	0.0013633	0.057470627184466	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	0.000173703285755516	0.0295940769417183	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TRPV6	504	0.0024792	0.0851782285714286	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000223399908711187	0.0322515790633361	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TMC4	584	0.0035741	0.105974513013699	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000415399837109295	0.0485692005624065	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
STMN3	1304	0.019503	0.258983088957055	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000206699943796317	0.0308137941214359	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
S100A16	1578	0.028219	0.309539939240506	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000340299892988051	0.0422751721226614	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SPI1	1581	0.028274	0.309576826279217	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.00024189990668106	0.0335453289195154	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CHAC1	1606	0.029129	0.314070836861768	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	0.000275972101876727	0.0365693698553539	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ZNF468	1934	0.039837	0.356471683884298	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	2.03300103612132e-05	0.00606139258919571	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ARL15	3029	0.082669	0.472213543026706	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	9.36700368859741e-05	0.0186184809983688	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FHL3	3280	0.094259	0.49761855	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000199300064500456	0.0308137941214359	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RNASEH2C	4280	0.14388	0.581958327884166	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000180000076387032	0.0298150126526631	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
C6orf48	NA	NA	NA	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	2.3270020716867e-07	0.000154176815038531	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RP11-298J23.10	NA	NA	NA	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	multi_snp_proxy	2.46058201743914e-05	0.00666929571363165	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TIMM8B	NA	NA	NA	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000144599950880675	0.0253953651138083	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RP11-116D17.3	NA	NA	NA	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000408100024645573	0.0485692005624065	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R5	new_TWAS_or_context_gene_to_R5	Supplementary Kidney_Cortex TWAS proxy annotation only.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
BPNT1	408	0.0013509	0.0573337852941176	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KIF21A	3677	0.11243	0.529463660592875	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FAM13A	5283	0.19823	0.64966933232457	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
UNC13C	8601	0.39154	0.787890069702602	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GRIK2	11320	0.56297	0.861060079470199	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_fdr_supported	0.504800005789553	0.886221569728715	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SPAG17	12361	0.63262	0.886035118797479	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PLA2G6	16403	0.92132	0.972473561902442	not_magma_prioritized	FALSE	FALSE	FALSE	FALSE	FALSE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Exploratory	R6	Exploratory_to_R6	Contextual background or currently unsupported reporting gene.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
