source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	4257	MGST1	microsomal glutathione S-transferase 1	12	16500076	16530123	63	10	958348	0.90625	0.1824	0.634331020408163	4975	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4644	MYO5A	myosin VA	15	52599480	52821247	429	14	961504	0.90594	0.18248	0.634331020408163	4976	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2738	GLI4	GLI family zinc finger 4	8	144333524	144359101	47	4	937343	0.90588	0.1825	0.634331020408163	4977	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	10	101419263	101471002	62	5	958491	0.90574	0.18254	0.634331020408163	4978	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	115294	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	8	52730140	52811735	194	9	955246	0.90548	0.18261	0.634331020408163	4979	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51768	TM7SF3	transmembrane 7 superfamily member 3	12	27124503	27167360	70	14	949115	0.9054	0.18263	0.634331020408163	4980	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55520	ELAC1	elaC ribonuclease Z 1	18	48494387	48514491	8	1	975370	0.90519	0.18268	0.634331020408163	4981	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84524	ZC3H8	zinc finger CCCH-type containing 8	2	112973439	113012664	13	3	961622	0.90517	0.18269	0.634331020408163	4982	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6354	CCL7	C-C motif chemokine ligand 7	17	32597235	32599261	1	1	975370	0.90512	0.1827	0.634331020408163	4983	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11096	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	21	28290231	28339439	100	12	967457	0.90508	0.18271	0.634331020408163	4984	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2643	GCH1	GTP cyclohydrolase 1	14	55308723	55369603	107	10	957248	0.90502	0.18273	0.634331020408163	4985	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	5	64444563	64777704	536	26	959318	0.90497	0.18274	0.634331020408163	4986	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	29909	GPR171	G protein-coupled receptor 171	3	150915537	150920997	11	3	959122	0.90489	0.18276	0.634331020408163	4987	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64168	NECAB1	N-terminal EF-hand calcium binding protein 1	8	91803921	91971630	244	12	963756	0.90491	0.18276	0.634331020408163	4988	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57540	DISP3	dispatched RND transporter family member 3	1	11539295	11597640	111	10	951218	0.90476	0.1828	0.634331020408163	4989	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25840	TMT1A	thiol methyltransferase 1A	12	51317780	51326300	5	2	939625	0.90456	0.18285	0.634331020408163	4990	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	116143	DNAAF10	dynein axonemal assembly factor 10	2	68357281	68384692	32	4	964200	0.90436	0.1829	0.634331020408163	4991	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9810	RNF40	ring finger protein 40	16	30772933	30787628	1	1	975370	0.90437	0.1829	0.634331020408163	4992	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2935	GSPT1	G1 to S phase transition 1	16	11961985	12010519	59	7	928636	0.90433	0.18291	0.634331020408163	4993	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9214	FCMR	Fc mu receptor	1	207076630	207095378	17	3	943830	0.90399	0.183	0.634331020408163	4994	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1629	DBT	dihydrolipoamide branched chain transacylase E2	1	100652478	100715409	77	5	965428	0.90394	0.18301	0.634331020408163	4995	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8808	IL1RL2	interleukin 1 receptor like 2	2	102803433	102856462	150	8	959880	0.90393	0.18302	0.634331020408163	4996	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	440387	CTRB2	chymotrypsinogen B2	16	75237994	75241072	2	1	886007	0.90371	0.18308	0.634331020408163	4997	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8999	CDKL2	cyclin dependent kinase like 2	4	76501704	76555721	76	8	961260	0.90367	0.18309	0.634331020408163	4998	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6234	RPS28	ribosomal protein S28	19	8386384	8387280	4	2	930689	0.90299	0.18327	0.634827629525905	4999	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2668	GDNF	glial cell derived neurotrophic factor	5	37812779	37839782	35	7	970264	0.90266	0.18335	0.634850791366907	5000	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	159	ADSS2	adenylosuccinate synthase 2	1	244571794	244615436	77	12	942874	0.90254	0.18339	0.634850791366907	5001	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10858	CYP46A1	cytochrome P450 family 46 subfamily A member 1	14	100150755	100193638	75	10	965838	0.90246	0.18341	0.634850791366907	5002	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6950	TCP1	t-complex 1	6	160199530	160212135	25	3	946774	0.90235	0.18343	0.634850791366907	5003	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84465	MEGF11	multiple EGF like domains 11	15	66187634	66546075	701	87	957452	0.90227	0.18346	0.634850791366907	5004	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	762	CA4	carbonic anhydrase 4	17	58227302	58236907	7	2	924305	0.90188	0.18356	0.635069922077922	5005	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	219578	ZNF804B	zinc finger protein 804B	7	88388753	88966346	1350	66	956460	0.90145	0.18367	0.63532355573312	5006	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	83887	TTLL2	tubulin tyrosine ligase like 2	6	167738574	167756177	24	8	958367	0.90069	0.18388	0.635899672523962	5007	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51121	RPL26L1	ribosomal protein L26 like 1	5	172385917	172396774	22	4	947524	0.90057	0.18391	0.635899672523962	5008	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	221120	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	11	43902357	43941825	92	9	965107	0.90035	0.18397	0.635980139748453	5009	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8829	NRP1	neuropilin 1	10	33466419	33623833	338	33	965100	0.9002	0.18401	0.635991449101796	5010	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56244	BTNL2	butyrophilin like 2	6	32362513	32374900	116	9	961503	0.90004	0.18405	0.636002753941329	5011	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8878	SQSTM1	sequestosome 1	5	179233388	179265078	51	8	951346	0.89985	0.1841	0.636048603351955	5012	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	10	50662526	50747169	109	12	961551	0.89881	0.18438	0.636341505461768	5013	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	653857	ACTR3C	actin related protein 3C	7	149944301	150020758	122	8	844988	0.8987	0.18441	0.636341505461768	5014	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	157855	KCNU1	potassium calcium-activated channel subfamily U member 1	8	36641842	36793643	143	9	958588	0.89858	0.18444	0.636341505461768	5015	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5680	PSG11	pregnancy specific beta-1-glycoprotein 11	19	43511809	43530658	1	1	796644	0.89835	0.1845	0.636341505461768	5016	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51559	NT5DC3	5'-nucleotidase domain containing 3	12	104166081	104234975	243	19	959929	0.89816	0.18455	0.636341505461768	5017	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23095	KIF1B	kinesin family member 1B	1	10270606	10441664	246	11	952134	0.8981	0.18457	0.636341505461768	5018	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100527978	TLCD4-RWDD3	TLCD4-RWDD3 readthrough	1	95583479	95710511	219	22	955670	0.89803	0.18459	0.636341505461768	5019	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	153572	IRX2	iroquois homeobox 2	5	2746279	2751769	2	1	886007	0.89785	0.18463	0.636341505461768	5020	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100506736	SLFN12L	schlafen family member 12 like	17	33801942	33814758	33	7	967638	0.89767	0.18468	0.636341505461768	5021	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56948	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	14	24908972	24912042	15	2	951540	0.89756	0.18471	0.636341505461768	5022	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11045	UPK1A	uroplakin 1A	19	36157418	36169387	33	6	953706	0.89749	0.18473	0.636341505461768	5023	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	101928093	LOC101928093	uncharacterized LOC101928093	5	172182656	172189558	9	3	975370	0.89745	0.18474	0.636341505461768	5024	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	147700	KLC3	kinesin light chain 3	19	45843998	45854864	15	3	963455	0.89747	0.18474	0.636341505461768	5025	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	440145	MZT1	mitotic spindle organizing protein 1	13	73282495	73301938	40	3	975370	0.89739	0.18475	0.636341505461768	5026	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3066	HDAC2	histone deacetylase 2	6	114257320	114292359	43	8	962901	0.89729	0.18478	0.636341505461768	5027	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6425	SFRP5	secreted frizzled related protein 5	10	99526508	99531756	6	2	945582	0.89713	0.18482	0.636341505461768	5028	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10219	KLRG1	killer cell lectin like receptor G1	12	9142137	9163343	30	3	963455	0.89701	0.18486	0.636341505461768	5029	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26278	SACS	sacsin molecular chaperone	13	23902962	24007867	209	30	945929	0.8967	0.18494	0.636341505461768	5030	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27335	EIF3K	eukaryotic translation initiation factor 3 subunit K	19	39109722	39127595	10	2	903880	0.89671	0.18494	0.636341505461768	5031	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5097	PCDH1	protocadherin 1	5	141232655	141258361	19	8	952533	0.89659	0.18497	0.636341505461768	5032	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	285636	RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1	5	41904423	41921738	7	1	975370	0.89638	0.18502	0.636341505461768	5033	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	59338	PLEKHA1	pleckstrin homology domain containing A1	10	124134094	124191871	92	10	959829	0.89641	0.18502	0.636341505461768	5034	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51019	WASHC3	WASH complex subunit 3	12	102406717	102455902	48	6	961553	0.89635	0.18503	0.636341505461768	5035	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8654	PDE5A	phosphodiesterase 5A	4	120415550	120549981	276	11	962980	0.89616	0.18508	0.636387069102462	5036	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9064	MAP3K6	mitogen-activated protein kinase kinase kinase 6	1	27681670	27693558	9	2	975370	0.89578	0.18519	0.636558015479262	5037	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51322	WAC	WW domain containing adaptor with coiled-coil	10	28821355	28912041	108	9	952202	0.89557	0.18524	0.636558015479262	5038	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9055	PRC1	protein regulator of cytokinesis 1	15	91509268	91537881	63	7	958775	0.89556	0.18524	0.636558015479262	5039	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27231	NMRK2	nicotinamide riboside kinase 2	19	3933101	3942414	9	3	935653	0.89529	0.18532	0.636580265820274	5040	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80777	CYB5B	cytochrome b5 type B	16	69458498	69500167	87	11	956881	0.89528	0.18532	0.636580265820274	5041	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57333	RCN3	reticulocalbin 3	19	50030875	50046891	48	2	923242	0.89476	0.18546	0.636762005946482	5042	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22921	MSRB2	methionine sulfoxide reductase B2	10	23384427	23410942	39	6	952456	0.89472	0.18547	0.636762005946482	5043	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	90990	KIFC2	kinesin family member C2	8	145691432	145699499	1	1	975370	0.8946	0.1855	0.636762005946482	5044	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55806	HR	HR lysine demethylase and nuclear receptor corepressor	8	21971932	21988566	26	7	886007	0.89453	0.18552	0.636762005946482	5045	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4653	MYOC	myocilin	1	171604557	171621773	39	8	970787	0.89427	0.18559	0.636876028537455	5046	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	220382	FAM181B	family with sequence similarity 181 member B	11	82443046	82444906	4	2	975370	0.89393	0.18568	0.637058624925699	5047	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3280	HES1	hes family bHLH transcription factor 1	3	193853931	193856401	2	1	975370	0.89366	0.18575	0.637172543581617	5048	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84795	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	10	100143322	100174978	129	10	968643	0.89304	0.18592	0.637526562808125	5049	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8877	SPHK1	sphingosine kinase 1	17	74372742	74383941	15	6	941347	0.89297	0.18594	0.637526562808125	5050	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5922	RASA2	RAS p21 protein activator 2	3	141205891	141334186	88	6	957091	0.89254	0.18605	0.637526562808125	5051	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3550	IK	IK cytokine	5	140027384	140042065	15	2	975370	0.89217	0.18615	0.637526562808125	5052	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27148	STK36	serine/threonine kinase 36	2	219536749	219567440	21	3	975370	0.89205	0.18618	0.637526562808125	5053	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	344752	AADACL2	arylacetamide deacetylase like 2	3	151451704	151475556	57	8	962828	0.89195	0.18621	0.637526562808125	5054	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	867	CBL	Cbl proto-oncogene	11	119076986	119178859	73	6	958232	0.89194	0.18621	0.637526562808125	5055	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	405	ARNT	aryl hydrocarbon receptor nuclear translocator	1	150782181	150849244	40	3	957497	0.8919	0.18622	0.637526562808125	5056	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25893	TRIM58	tripartite motif containing 58	1	247803007	248043440	618	28	943358	0.89165	0.18629	0.637526562808125	5057	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27230	SERP1	stress associated endoplasmic reticulum protein 1	3	150259780	150264428	7	3	924305	0.89153	0.18632	0.637526562808125	5058	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2196	FAT2	FAT atypical cadherin 2	5	150883653	150948505	164	26	948447	0.89142	0.18635	0.637526562808125	5059	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8906	AP1G2	adaptor related protein complex 1 subunit gamma 2	14	24028777	24038754	1	1	975370	0.89124	0.1864	0.637526562808125	5060	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5172	SLC26A4	solute carrier family 26 member 4	7	107301080	107358254	47	9	953104	0.89094	0.18648	0.637526562808125	5061	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55081	IFT57	intraflagellar transport 57	3	107879659	107941417	254	4	961700	0.89073	0.18654	0.637526562808125	5062	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9865	TRIL	TLR4 interactor with leucine rich repeats	7	28992974	28998029	6	2	975370	0.89066	0.18655	0.637526562808125	5063	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8697	CDC23	cell division cycle 23	5	137523337	137549032	16	3	938696	0.89057	0.18658	0.637526562808125	5064	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56108	PCDHGA7	protocadherin gamma subfamily A, 7	5	140762467	140892546	183	20	950830	0.89055	0.18659	0.637526562808125	5065	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5794	PTPRH	protein tyrosine phosphatase receptor type H	19	55692615	55720874	66	13	929335	0.89052	0.18659	0.637526562808125	5066	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	118611	C10orf90	chromosome 10 open reading frame 90	10	128113566	128213444	171	25	941477	0.8904	0.18662	0.637526562808125	5067	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84247	RTL6	retrotransposon Gag like 6	22	44888450	44894005	16	2	941859	0.89031	0.18665	0.637526562808125	5068	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	170370	FAM170B	family with sequence similarity 170 member B	10	50339199	50342065	8	2	930689	0.89022	0.18667	0.637526562808125	5069	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	207	AKT1	AKT serine/threonine kinase 1	14	105235686	105262080	46	13	911543	0.89022	0.18667	0.637526562808125	5070	FALSE	FALSE										
